,id,intakedate,intakereason,sheltercode,breedname,basecolour,speciesname,animalage,sexname,location,movementdate,movementtype
7598,61925,2018-12-15 14:31:27,Litter relinquishment,C18121712,Domestic Short Hair,Black and other colours mix,Cat,1 year 7 months.,Female,Adoptable Cat Glass Colony,2019-01-13 00:00:00,Adoption
7599,61926,2018-12-15 14:31:27,Litter relinquishment,C18121713,Domestic Short Hair,Black and other colours mix,Cat,10 weeks.,Male,Feline intake room,2018-12-15 00:00:00,Foster
7600,61926,2018-12-15 14:31:27,Litter relinquishment,C18121713,Domestic Short Hair,Black and other colours mix,Cat,10 weeks.,Male,Feline intake room,2019-01-09 00:00:00,Adoption
7601,61927,2018-12-15 14:31:27,Litter relinquishment,C18121714,Domestic Short Hair,Multi colours,Cat,10 weeks.,Female,Cat room A,2018-12-15 00:00:00,Foster
7602,61927,2018-12-15 14:31:27,Litter relinquishment,C18121714,Domestic Short Hair,Multi colours,Cat,10 weeks.,Female,Cat room A,2019-01-09 00:00:00,Adoption
7603,61928,2018-12-15 14:31:27,Litter relinquishment,C18121715,Domestic Short Hair,Multi colours,Cat,10 weeks.,Female,Cat room A,2018-12-15 00:00:00,Foster
7604,61928,2018-12-15 14:31:27,Litter relinquishment,C18121715,Domestic Short Hair,Multi colours,Cat,10 weeks.,Female,Cat room A,2019-01-09 00:00:00,Adoption
7605,61929,2018-12-15 14:31:27,Litter relinquishment,C18121716,Domestic Short Hair,White mix,Cat,10 weeks.,Male,Cat room A,2018-12-15 00:00:00,Foster
7606,61929,2018-12-15 14:31:27,Litter relinquishment,C18121716,Domestic Short Hair,White mix,Cat,10 weeks.,Male,Cat room A,2019-01-09 00:00:00,Adoption
7607,61930,2018-12-15 14:31:27,Litter relinquishment,C18121717,Domestic Short Hair,Multi colours,Cat,6 months.,Female,Adoptable Cat Glass Colony,2018-12-15 00:00:00,Foster
7608,61930,2018-12-15 14:31:27,Litter relinquishment,C18121717,Domestic Short Hair,Multi colours,Cat,6 months.,Female,Adoptable Cat Glass Colony,2019-01-11 00:00:00,Adoption
7609,61932,2018-12-15 16:06:54,Unsuitable Accommodation,C18121719,Domestic Short Hair,Black and other colours mix,Cat,17 weeks.,Male,Adoptable Cat Kennels,2018-12-24 00:00:00,Adoption
7618,61944,2018-12-17 15:04:22,Unsuitable Accommodation,C18121722,Domestic Short Hair,Grey,Cat,2 years 1 month.,Male,Veterinary office,2019-01-18 00:00:00,Adoption
7620,61947,2018-12-18 12:03:24,Unsuitable Accommodation,C18121723,Domestic Short Hair,Multi colours,Cat,5 years 1 month.,Female,Adoptable Cat Big Colony,2019-02-01 00:00:00,Adoption
7621,61948,2018-12-18 12:03:24,Unsuitable Accommodation,C18121724,Domestic Short Hair,Points,Cat,2 years 1 month.,Female,Adoptable Cat Kennels,2019-01-17 00:00:00,Adoption
7622,61949,2018-12-18 12:03:24,Unsuitable Accommodation,C18121725,Domestic Short Hair,Points,Cat,4 years 1 month.,Female,Adoptable Cat Kennels,2019-01-17 00:00:00,Adoption
7623,61950,2018-12-18 12:03:24,Unsuitable Accommodation,C18121726,Domestic Short Hair,Points,Cat,2 years 3 months.,Male,Adoptable Cat Middle Colony,2019-02-02 00:00:00,Foster
7624,61950,2018-12-18 12:03:24,Unsuitable Accommodation,C18121726,Domestic Short Hair,Points,Cat,2 years 3 months.,Male,Adoptable Cat Middle Colony,2019-03-08 00:00:00,Adoption
7627,61953,2018-12-18 12:30:09,Stray,C18121720,Domestic Short Hair,Black and other colours mix,Cat,13 weeks.,Female,Cat room A,2019-01-04 00:00:00,Adoption
7628,61954,2018-12-18 12:30:09,Stray,C18121721,Domestic Medium Hair,Orange,Cat,15 weeks.,Male,Cat room A,2019-01-04 00:00:00,Adoption
7630,61956,2018-12-18 14:50:46,Unable to Afford,C18121728,Domestic Short Hair,Black and other colours mix,Cat,2 years 1 month.,Female,Adoptable Cat Kennels,2019-02-08 00:00:00,Adoption
7631,61957,2018-12-18 14:53:22,Stray,C18121729,Domestic Medium Hair,Multi colours,Cat,2 years 1 month.,Female,Adoptable Cat Kennels,2019-01-18 00:00:00,Adoption
7632,61958,2018-12-18 14:56:10,Unable to Afford,C18121730,Domestic Short Hair,Grey,Cat,19 weeks.,Male,Adoptable Cat Kennels,2018-12-24 00:00:00,Adoption
7633,61959,2018-12-18 14:57:53,Unable to Afford,C18121731,Domestic Short Hair,Black and other colours mix,Cat,21 weeks.,Female,Adoptable Cat Kennels,2018-12-24 00:00:00,Adoption
7645,61968,2018-12-18 17:51:12,Unable to Afford,C18121738,Domestic Short Hair,Multi colours,Cat,15 weeks.,Female,Adoptable Cat Kennels,2018-12-22 00:00:00,Foster
7646,61968,2018-12-18 17:51:12,Unable to Afford,C18121738,Domestic Short Hair,Multi colours,Cat,15 weeks.,Female,Adoptable Cat Kennels,2019-01-04 00:00:00,Foster
7647,61968,2018-12-18 17:51:12,Unable to Afford,C18121738,Domestic Short Hair,Multi colours,Cat,15 weeks.,Female,Adoptable Cat Kennels,2019-01-31 00:00:00,Adoption
7648,61969,2018-12-18 18:11:01,Stray,C18121732,Domestic Short Hair,Orange,Cat,4 years 1 month.,Male,Adoptable Cat Big Colony,2019-02-01 00:00:00,Adoption
7650,61973,2018-12-19 12:14:29,Stray,C18121739,Domestic Medium Hair,Grey,Cat,16 years 4 months.,Female,Cat room C,2018-12-21 00:00:00,Reclaimed
7656,61978,2018-12-19 15:14:05,Stray,C18121741,Domestic Short Hair,Grey,Cat,6 years 4 months.,Unknown,Canine intake room,2018-12-20 00:00:00,Transfer
7657,61979,2018-12-19 16:36:12,Unable to Afford,C18121743,Domestic Short Hair,Black and other colours mix,Cat,25 weeks.,Male,Adoptable Cat Middle Colony,2018-12-21 00:00:00,Foster
7658,61979,2018-12-19 16:36:12,Unable to Afford,C18121743,Domestic Short Hair,Black and other colours mix,Cat,25 weeks.,Male,Adoptable Cat Middle Colony,2019-01-16 00:00:00,Adoption
7659,61980,2018-12-19 16:36:12,Unable to Afford,C18121744,Domestic Short Hair,Black,Cat,16 weeks.,Male,Adoptable Cat Middle Colony,2018-12-21 00:00:00,Foster
7660,61980,2018-12-19 16:36:12,Unable to Afford,C18121744,Domestic Short Hair,Black,Cat,16 weeks.,Male,Adoptable Cat Middle Colony,2019-01-16 00:00:00,Adoption
7668,61987,2018-12-20 12:03:59,Incompatible with owner lifestyle,C18121745,Domestic Short Hair,Black and other colours mix,Cat,4 years 1 month.,Male,Adoptable Cat Big Colony,2019-02-01 00:00:00,Adoption
7669,61988,2018-12-20 12:33:57,Incompatible with owner lifestyle,C18121746,Domestic Long Hair,Grey,Cat,11 years 2 months.,Female,Adoptable Cat Kennels,2019-01-04 00:00:00,Adoption
7676,61994,2018-12-21 15:45:14,Stray,C1812805,Domestic Short Hair,Orange,Cat,4 years 4 months.,Male,Adoptable Cat Kennels,2019-02-19 00:00:00,Adoption
7677,61995,2018-12-21 17:47:00,Owner Deceased,C18121750,Domestic Medium Hair,Black and other colours mix,Cat,10 months.,Male,Adoptable Cat Middle Colony,2019-01-24 00:00:00,Adoption
7678,61996,2018-12-21 17:47:00,Owner Deceased,C18121751,Domestic Medium Hair,Black and other colours mix,Cat,1 year 5 months.,Male,Adoptable Cat Small Colony,2019-01-07 00:00:00,Adoption
7679,61997,2018-12-21 17:47:00,Owner Deceased,C18121752,Domestic Medium Hair,Black and other colours mix,Cat,1 year 5 months.,Female,Adoptable Cat Big Colony,2019-01-29 00:00:00,Adoption
7680,61998,2018-12-21 17:47:00,Owner Deceased,C18121753,Domestic Medium Hair,Black and other colours mix,Cat,1 year 5 months.,Male,Adoptable Cat Small Colony,2019-01-07 00:00:00,Adoption
7682,62000,2018-12-21 18:33:08,Moving,C18121755,Domestic Short Hair,Black,Cat,10 months.,Female,Adoptable Cat Middle Colony,2018-12-30 00:00:00,Foster
7683,62000,2018-12-21 18:33:08,Moving,C18121755,Domestic Short Hair,Black,Cat,10 months.,Female,Adoptable Cat Middle Colony,2019-01-19 00:00:00,Adoption
7684,62001,2018-12-21 18:33:08,Moving,C18121756,Domestic Short Hair,Black and other colours mix,Cat,10 months.,Male,Adoptable Cat Middle Colony,2018-12-30 00:00:00,Foster
7685,62001,2018-12-21 18:33:08,Moving,C18121756,Domestic Short Hair,Black and other colours mix,Cat,10 months.,Male,Adoptable Cat Middle Colony,2019-01-19 00:00:00,Adoption
7687,62004,2018-12-22 13:25:42,Landlord issues,C18121757,Domestic Short Hair,Orange,Cat,6 months.,Male,Adoptable Cat Glass Colony,2019-01-05 00:00:00,Adoption
7688,62006,2018-12-23 13:08:27,Incompatible with owner lifestyle,C18121758,Domestic Short Hair,Black and other colours mix,Cat,4 years 2 months.,Male,Adoptable Cat Kennels,2019-01-07 00:00:00,Adoption
7689,62006,2018-12-23 13:08:27,Incompatible with owner lifestyle,C18121758,Domestic Short Hair,Black and other colours mix,Cat,4 years 2 months.,Male,Adoptable Cat Kennels,2019-01-16 00:00:00,Adoption
7690,62007,2018-12-23 14:01:09,Stray,C18121747,Domestic Short Hair,Multi colours,Cat,9 months.,Female,Adoptable Cat Kennels,2019-01-31 00:00:00,Adoption
7703,62017,2018-12-26 14:37:29,Moving,C18121762,Domestic Short Hair,Black,Cat,10 months.,Female,Adoptable window colony,2018-12-29 00:00:00,Adoption
7710,62024,2018-12-27 12:53:05,Stray,C18121759,Domestic Short Hair,White mix,Cat,19 weeks.,Male,Adoptable Cat Small Colony,2019-01-10 00:00:00,Adoption
7711,62025,2018-12-27 13:38:06,Incompatible with owner lifestyle,C18121766,Domestic Short Hair,Multi colours,Cat,6 years 6 months.,Female,Adoptable Cat Middle Colony,2019-01-11 00:00:00,Adoption
7713,62027,2018-12-27 16:11:02,Stray,C18121761,Domestic Short Hair,Orange,Cat,3 years 0 months.,Female,Adoptable Cat Kennels,2019-01-10 00:00:00,Adoption
7716,62031,2018-12-28 12:36:31,Behavioral Issues,C18121768,Domestic Short Hair,White mix,Cat,16 years 4 months.,Male,Cat room A,2019-01-08 00:00:00,Foster
7717,62031,2018-12-28 12:36:31,Behavioral Issues,C18121768,Domestic Short Hair,White mix,Cat,16 years 4 months.,Male,Cat room A,2019-03-18 00:00:00,Foster
7718,62031,2018-12-28 12:36:31,Behavioral Issues,C18121768,Domestic Short Hair,White mix,Cat,16 years 4 months.,Male,Cat room A,2019-05-10 00:00:00,Adoption
7719,62033,2018-12-28 13:50:43,Incompatible with owner lifestyle,C18121769,Domestic Short Hair,Points,Cat,10 months.,Male,Cat room B,2019-01-04 00:00:00,Adoption
7721,62035,2018-12-29 13:21:47,Stray,C18121763,Domestic Short Hair,Black and other colours mix,Cat,2 years 0 months.,Female,Adoptable Cat Big Colony,2019-01-26 00:00:00,Adoption
7722,62035,2018-12-29 13:21:47,Stray,C18121763,Domestic Short Hair,Black and other colours mix,Cat,2 years 0 months.,Female,Adoptable Cat Big Colony,2019-01-28 00:00:00,Adoption
7734,62045,2018-12-31 12:27:43,Stray,C18121764,Domestic Short Hair,Multi colours,Cat,1 year 8 months.,Female,Adoptable Cat Big Colony,2019-01-24 00:00:00,Adoption
7735,62046,2018-12-31 14:17:21,Unable to Afford,C18121776,Domestic Short Hair,Multi colours,Cat,2 years 4 months.,Female,Adoptable Cat Glass Colony,2018-12-31 00:00:00,Foster
7736,62046,2018-12-31 14:17:21,Unable to Afford,C18121776,Domestic Short Hair,Multi colours,Cat,2 years 4 months.,Female,Adoptable Cat Glass Colony,2019-02-22 00:00:00,Adoption
7737,62047,2018-12-31 14:17:21,Unable to Afford,C18121777,Domestic Short Hair,Designer colors,Cat,10 weeks.,Male,Cat room A,2018-12-31 00:00:00,Foster
7738,62047,2018-12-31 14:17:21,Unable to Afford,C18121777,Domestic Short Hair,Designer colors,Cat,10 weeks.,Male,Cat room A,2019-02-21 00:00:00,Adoption
7739,62048,2018-12-31 14:17:21,Unable to Afford,C18121778,Domestic Short Hair,Multi colours,Cat,11 weeks.,Female,Cat room A,2018-12-31 00:00:00,Foster
7740,62048,2018-12-31 14:17:21,Unable to Afford,C18121778,Domestic Short Hair,Multi colours,Cat,11 weeks.,Female,Cat room A,2019-02-21 00:00:00,Adoption
7741,62049,2018-12-31 14:17:21,Unable to Afford,C18121779,Domestic Short Hair,Multi colours,Cat,10 weeks.,Female,Adoptable Cat Glass Colony,2018-12-31 00:00:00,Foster
7742,62049,2018-12-31 14:17:21,Unable to Afford,C18121779,Domestic Short Hair,Multi colours,Cat,10 weeks.,Female,Adoptable Cat Glass Colony,2019-02-22 00:00:00,Adoption
7743,62050,2018-12-31 14:17:21,Unable to Afford,C18121780,Domestic Short Hair,Multi colours,Cat,10 weeks.,Female,Adoptable Cat Glass Colony,2018-12-31 00:00:00,Foster
7744,62050,2018-12-31 14:17:21,Unable to Afford,C18121780,Domestic Short Hair,Multi colours,Cat,10 weeks.,Female,Adoptable Cat Glass Colony,2019-02-22 00:00:00,Adoption
7746,62054,2019-01-02 13:54:39,Stray,C1901001,Domestic Short Hair,Black and other colours mix,Cat,1 year 1 month.,Female,Adoptable Cat Glass Colony,2019-01-28 00:00:00,Adoption
7747,62055,2019-01-02 13:54:39,Stray,C1901003,Domestic Short Hair,Multi colours,Cat,1 year 0 months.,Female,Adoptable Cat Kennels,2019-01-23 00:00:00,Adoption
7752,62061,2019-01-03 13:12:55,Stray,C1901007,Domestic Short Hair,Black and other colours mix,Cat,1 year 8 months.,Male,Adoptable Cat Middle Colony,2019-02-01 00:00:00,Adoption
7755,62065,2019-01-04 12:04:42,Owner Deceased,C1901006,Domestic Short Hair,Multi colours,Cat,8 years 11 months.,Female,Adoptable Cat Kennels,2019-01-18 00:00:00,Foster
7756,62065,2019-01-04 12:04:42,Owner Deceased,C1901006,Domestic Short Hair,Multi colours,Cat,8 years 11 months.,Female,Adoptable Cat Kennels,2019-03-15 00:00:00,Adoption
7757,62066,2019-01-04 13:57:28,Stray,C1901009,Domestic Short Hair,Black and other colours mix,Cat,1 year 5 months.,Male,Adoptable Cat Kennels,2019-01-18 00:00:00,Adoption
7758,62066,2019-01-04 13:57:28,Stray,C1901009,Domestic Short Hair,Black and other colours mix,Cat,1 year 5 months.,Male,Adoptable Cat Kennels,2019-02-02 00:00:00,Foster
7759,62066,2019-01-04 13:57:28,Stray,C1901009,Domestic Short Hair,Black and other colours mix,Cat,1 year 5 months.,Male,Adoptable Cat Kennels,2019-05-03 00:00:00,Adoption
7760,62068,2019-01-04 14:31:48,Stray,C1901010,Domestic Short Hair,Black and other colours mix,Cat,17 weeks.,Female,Adoptable Cat Middle Colony,2019-01-15 00:00:00,Adoption
7761,62069,2019-01-04 14:34:59,Abandoned,C1901011,Domestic Short Hair,Multi colours,Cat,1 year 2 months.,Female,Cat room C,2019-01-18 00:00:00,Adoption
7762,62070,2019-01-04 14:34:59,Abandoned,C1901012,Domestic Medium Hair,Multi colours,Cat,7 months.,Female,Cat room C,2019-01-18 00:00:00,Adoption
7763,62071,2019-01-04 14:38:18,Stray,C1901013,Domestic Short Hair,Black and other colours mix,Cat,1 year 10 months.,Female,Adoptable Cat Kennels,2019-01-17 00:00:00,Foster
7764,62071,2019-01-04 14:38:18,Stray,C1901013,Domestic Short Hair,Black and other colours mix,Cat,1 year 10 months.,Female,Adoptable Cat Kennels,2019-04-25 00:00:00,Adoption
7767,62074,2019-01-04 14:52:22,Stray,C1901008,Domestic Short Hair,Black,Cat,5 years 2 months.,Female,Adoptable Cat Big Colony,2019-02-01 00:00:00,Adoption
7768,62075,2019-01-04 16:37:14,Stray,C1901014,Domestic Long Hair,Multi colours,Cat,11 weeks.,Female,Cat room A,2019-01-11 00:00:00,Foster
7769,62075,2019-01-04 16:37:14,Stray,C1901014,Domestic Long Hair,Multi colours,Cat,11 weeks.,Female,Cat room A,2019-02-06 00:00:00,Foster
7770,62075,2019-01-04 16:37:14,Stray,C1901014,Domestic Long Hair,Multi colours,Cat,11 weeks.,Female,Cat room A,2019-02-11 00:00:00,Adoption
7773,62079,2019-01-05 12:13:02,Stray,C1901016,Domestic Short Hair,White mix,Cat,15 years 2 months.,Male,Feline intake room,2019-01-05 00:00:00,Reclaimed
7780,62083,2019-01-06 13:08:18,Incompatible with owner lifestyle,C1901015,Domestic Short Hair,Multi colours,Cat,16 weeks.,Female,Adoptable Cat Glass Colony,2019-01-11 00:00:00,Adoption
7784,62087,2019-01-06 15:04:55,Stray,C1901022,Domestic Medium Hair,White mix,Cat,16 weeks.,Male,Adoptable Cat Kennels,2019-01-15 00:00:00,Adoption
7785,62090,2019-01-07 12:55:41,Landlord issues,C1901018,Domestic Long Hair,Orange,Cat,4 years 11 months.,Male,Adoptable Cat Kennels,2019-01-10 00:00:00,Adoption
7786,62091,2019-01-07 13:03:36,Stray,C1901023,Domestic Short Hair,Black and other colours mix,Cat,3 years 4 months.,Male,Cat room B,2019-01-16 00:00:00,Reclaimed
7788,62093,2019-01-07 16:46:14,Incompatible with owner lifestyle,C1901019,Domestic Short Hair,Multi colours,Cat,7 years 0 months.,Female,Cat room C,2019-01-16 00:00:00,Transfer
7794,62098,2019-01-08 13:54:17,Incompatible with owner lifestyle,C1901027,Domestic Medium Hair,White,Cat,4 years 0 months.,Female,Cat Iso,2019-01-29 00:00:00,Adoption
7795,62100,2019-01-08 16:05:42,Unsuitable Accommodation,C1901028,Domestic Short Hair,White mix,Cat,4 years 4 months.,Male,Cat room C,2019-02-23 00:00:00,Adoption
7796,62101,2019-01-08 17:54:34,Stray,C1901020,Domestic Short Hair,Grey,Cat,3 years 0 months.,Female,Cat room A,2019-01-09 00:00:00,Reclaimed
7800,62105,2019-01-09 15:11:30,Stray,C1901029,Domestic Short Hair,Multi colours,Cat,2 years 0 months.,Female,Adoptable Cat Kennels,2019-01-26 00:00:00,Adoption
7801,62106,2019-01-09 15:57:35,Incompatible with other pets,C1901030,Domestic Medium Hair,Black and other colours mix,Cat,5 years 3 months.,Male,Cat room B,2019-01-15 00:00:00,Adoption
7804,62108,2019-01-11 12:02:11,Stray,C1901032,Domestic Short Hair,Designer colors,Cat,1 year 1 month.,Male,Adoptable Cat Middle Colony,2019-02-01 00:00:00,Adoption
7813,62119,2019-01-11 21:05:19,Stray,C1901031,Domestic Short Hair,Multi colours,Cat,3 years 1 month.,Female,Adoptable Cat Kennels,2019-02-02 00:00:00,Adoption
7816,62122,2019-01-13 14:16:18,Stray,C1901043,Domestic Short Hair,Orange,Cat,24 weeks.,Male,Cat room A,2019-01-19 00:00:00,Foster
7817,62122,2019-01-13 14:16:18,Stray,C1901043,Domestic Short Hair,Orange,Cat,24 weeks.,Male,Cat room A,2019-01-23 00:00:00,Adoption
7818,62123,2019-01-13 15:42:52,Stray,C1901044,Domestic Short Hair,Black,Cat,3 years 1 month.,Male,Adoptable Cat Kennels,2019-01-30 00:00:00,Adoption
7820,62125,2019-01-14 12:42:47,Stray,C1901045,Domestic Short Hair,Black and other colours mix,Cat,3 years 0 months.,Female,Adoptable Cat Kennels,2019-02-01 00:00:00,Adoption
7821,62126,2019-01-14 13:07:19,Landlord issues,C1901041,Domestic Short Hair,Black and other colours mix,Cat,3 years 0 months.,Male,Adoptable Cat Big Colony,2019-01-25 00:00:00,Adoption
7822,62127,2019-01-14 13:11:41,Litter relinquishment,C1901042,Domestic Short Hair,Black,Cat,22 weeks.,Male,Adoptable Cat Middle Colony,2019-01-18 00:00:00,Adoption
7823,62128,2019-01-14 13:11:41,Litter relinquishment,C1901046,Domestic Short Hair,Black,Cat,22 weeks.,Female,Adoptable Cat Middle Colony,2019-01-18 00:00:00,Adoption
7824,62129,2019-01-14 13:11:41,Litter relinquishment,C1901047,Domestic Short Hair,Black,Cat,22 weeks.,Male,Adoptable Cat Middle Colony,2019-01-19 00:00:00,Adoption
7826,62131,2019-01-14 15:36:14,Stray,C1901048,Domestic Short Hair,Black,Cat,1 year 0 months.,Male,Adoptable Cat Big Colony,2019-01-29 00:00:00,Adoption
7828,62133,2019-01-14 19:27:18,Stray,C1901049,Domestic Short Hair,White mix,Cat,1 year 0 months.,Male,Cat room A,2019-01-23 00:00:00,Transfer
7829,62135,2019-01-15 12:30:15,Transfer from Other Shelter,C1901050,Domestic Short Hair,White mix,Cat,12 years 0 months.,Male,Cat room B,2019-02-01 00:00:00,Foster
7837,62143,2019-01-16 12:21:37,Landlord issues,C1901052,Domestic Long Hair,Black and other colours mix,Cat,13 years 1 month.,Male,Adoptable Cat Kennels,2019-02-20 00:00:00,Adoption
7838,62144,2019-01-16 12:22:43,Landlord issues,C1901053,Domestic Long Hair,Black,Cat,12 years 1 month.,Male,Adoptable Cat Kennels,2019-02-20 00:00:00,Adoption
7839,62145,2019-01-16 13:46:18,Stray,C1901055,Domestic Long Hair,White mix,Cat,2 years 7 months.,Male,Cat room C,2019-01-16 00:00:00,Reclaimed
7842,62148,2019-01-16 15:49:37,Owner Deceased,C1901056,Domestic Long Hair,Black and other colours mix,Cat,1 year 0 months.,Male,Adoptable Cat Glass Colony,2019-01-29 00:00:00,Adoption
7844,62150,2019-01-17 09:44:42,Owner Deceased,C1901057,Domestic Long Hair,Black,Cat,1 year 1 month.,Female,Cat room B,2019-02-09 00:00:00,Adoption
7845,62150,2019-01-17 09:44:42,Owner Deceased,C1901057,Domestic Long Hair,Black,Cat,1 year 1 month.,Female,Cat room B,2019-03-05 00:00:00,Reclaimed
7849,62155,2019-01-18 13:11:04,Stray,C1901051,Domestic Short Hair,White mix,Cat,7 months.,Female,Adoptable Cat Glass Colony,2019-01-31 00:00:00,Adoption
7850,62156,2019-01-18 14:34:16,Stray,C1901054,Domestic Short Hair,Multi colours,Cat,7 months.,Female,Adoptable Cat Middle Colony,2019-02-03 00:00:00,Adoption
7852,62159,2019-01-18 17:12:27,Stray,C1901060,Domestic Long Hair,White mix,Cat,10 years 0 months.,Male,Cat room C,2019-01-26 00:00:00,Reclaimed
7856,62164,2019-01-20 15:36:13,Stray,C1901063,Domestic Short Hair,Black and other colours mix,Cat,2 years 1 month.,Female,Adoptable Cat Big Colony,2019-02-20 00:00:00,Adoption
7858,62167,2019-01-22 12:09:23,Incompatible with other pets,C1901062,Domestic Long Hair,White mix,Cat,7 years 4 months.,Male,Adoptable Cat Kennels,2019-02-01 00:00:00,Adoption
7863,62172,2019-01-22 17:18:23,Stray,C1901065,Domestic Short Hair,White mix,Cat,5 years 0 months.,Male,Cat room C,2019-01-29 00:00:00,Reclaimed
7864,62173,2019-01-23 10:55:35,Stray,C1901066,Domestic Short Hair,White mix,Cat,2 years 0 months.,Male,Cat room C,2019-01-29 00:00:00,Reclaimed
